,id,datum,m01ab,m01ae,n02ba,n02be,n05b,n05c,r03,r06,year,Drug Classification
768,3375,2016-09-02,7.0,3.33,4.4,47.7,16.0,2.0,1.0,2.0,2016,Musculo-Skeletal System Drugs
769,3376,2016-10-02,4.34,4.703,7.2,34.1,29.0,0.0,4.0,2.0,2016,Musculo-Skeletal System Drugs
770,3377,2016-11-02,1.66,4.156000000000001,2.7,38.1,10.0,1.0,13.0,4.0,2016,Musculo-Skeletal System Drugs
771,3378,2016-12-02,5.99,6.428999999999999,8.5,60.675,4.0,0.0,20.0,1.0,2016,Musculo-Skeletal System Drugs
772,3379,2016-02-13,2.67,3.67,5.0,42.4,2.0,0.0,10.0,2.0,2016,Musculo-Skeletal System Drugs
773,3380,2016-02-14,5.84,7.34,3.8,43.6,5.0,0.0,7.0,4.0,2016,Musculo-Skeletal System Drugs
774,3381,2016-02-15,5.33,5.33,5.3,52.2,6.0,0.0,0.0,0.0,2016,Musculo-Skeletal System Drugs
775,3382,2016-02-16,7.33,2.32,3.0,29.0,3.0,2.0,9.0,3.0,2016,Musculo-Skeletal System Drugs
776,3383,2016-02-17,3.0,5.0,4.0,26.6,12.0,1.0,1.0,0.0,2016,Musculo-Skeletal System Drugs
777,3384,2016-02-18,2.34,1.0,4.3,43.85,3.0,0.0,9.0,1.0,2016,Musculo-Skeletal System Drugs
778,3385,2016-02-19,4.0,1.67,4.0,28.7,18.0,2.0,26.0,1.0,2016,Musculo-Skeletal System Drugs
779,3386,2016-02-20,10.33,4.122,4.0,36.9,5.0,0.0,8.0,3.0,2016,Musculo-Skeletal System Drugs
780,3387,2016-02-21,6.34,4.0,0.0,55.7,5.0,2.0,7.0,4.0,2016,Musculo-Skeletal System Drugs
781,3388,2016-02-22,3.0,5.32,3.0,51.125,10.0,0.0,12.0,4.0,2016,Musculo-Skeletal System Drugs
782,3389,2016-02-23,3.0,2.33,2.6,41.3,11.0,0.0,15.0,3.0,2016,Musculo-Skeletal System Drugs
783,3390,2016-02-24,7.66,2.33,2.1,35.0,6.0,2.0,5.0,1.0,2016,Musculo-Skeletal System Drugs
784,3391,2016-02-25,7.99,3.99,5.0,41.0,22.0,1.0,4.0,3.0,2016,Musculo-Skeletal System Drugs
785,3392,2016-02-26,5.0,5.848,4.5,28.55,6.0,2.0,0.0,1.0,2016,Musculo-Skeletal System Drugs
786,3393,2016-02-27,8.0,7.0,6.6,25.8,3.0,0.0,5.0,2.0,2016,Musculo-Skeletal System Drugs
787,3394,2016-02-28,8.0,4.033,10.1,66.5,6.0,0.0,26.0,5.0,2016,Musculo-Skeletal System Drugs
788,3395,2016-02-29,7.0,7.66,4.0,46.2,13.0,0.0,3.0,1.0,2016,Musculo-Skeletal System Drugs
789,3396,2016-01-03,10.0,4.0,2.2,31.0,11.0,2.0,0.0,2.0,2016,Musculo-Skeletal System Drugs
790,3397,2016-02-03,3.33,10.395999999999999,5.3,21.3,15.0,2.0,1.0,0.0,2016,Musculo-Skeletal System Drugs
791,3398,2016-03-03,2.83,2.0,5.0,55.8,2.0,0.0,9.0,4.0,2016,Musculo-Skeletal System Drugs
792,3399,2016-04-03,5.0,0.99,4.4,26.6,3.0,0.0,0.0,0.0,2016,Musculo-Skeletal System Drugs
793,3400,2016-05-03,5.0,4.891,8.0,38.0,9.0,0.0,10.0,5.0,2016,Musculo-Skeletal System Drugs
794,3401,2016-06-03,5.0,8.145,4.9,79.9,2.0,0.0,5.0,7.0,2016,Musculo-Skeletal System Drugs
795,3402,2016-07-03,5.33,7.34,4.0,43.5,3.0,1.0,6.0,1.0,2016,Musculo-Skeletal System Drugs
796,3403,2016-08-03,4.0,6.66,3.0,44.0,7.0,0.0,3.0,3.0,2016,Musculo-Skeletal System Drugs
797,3404,2016-09-03,4.34,5.67,7.0,21.8,7.0,1.0,6.0,4.0,2016,Musculo-Skeletal System Drugs
798,3405,2016-10-03,6.33,10.33,2.0,23.4,8.0,0.0,2.0,2.0,2016,Musculo-Skeletal System Drugs
799,3406,2016-11-03,3.33,4.363,6.2,22.0,8.0,0.0,18.0,1.0,2016,Musculo-Skeletal System Drugs
800,3407,2016-12-03,3.0,6.372999999999999,1.4,41.8,4.0,0.0,23.0,1.0,2016,Musculo-Skeletal System Drugs
801,3408,2016-03-13,2.5,4.1339999999999995,1.5,59.2,4.0,0.0,4.0,0.34,2016,Musculo-Skeletal System Drugs
802,3409,2016-03-14,4.33,3.32,10.0,35.9,12.0,0.0,23.0,1.0,2016,Musculo-Skeletal System Drugs
803,3410,2016-03-15,5.33,3.32,2.0,24.0,7.0,0.0,18.0,3.0,2016,Musculo-Skeletal System Drugs
804,3411,2016-03-16,5.33,13.34,5.7,37.4,16.0,0.0,4.0,4.0,2016,Musculo-Skeletal System Drugs
805,3412,2016-03-17,5.66,5.396,5.0,60.2,10.0,0.0,8.0,5.0,2016,Musculo-Skeletal System Drugs
806,3413,2016-03-18,3.34,5.353,5.2,25.462,15.0,2.0,8.0,3.0,2016,Musculo-Skeletal System Drugs
807,3414,2016-03-19,10.66,8.33,2.8,19.5,6.0,1.0,5.0,5.0,2016,Musculo-Skeletal System Drugs
808,3415,2016-03-20,7.99,9.693,2.2,42.2,1.0,0.0,15.0,5.0,2016,Musculo-Skeletal System Drugs
809,3416,2016-03-21,5.0,8.056000000000001,6.0,45.7,11.0,0.0,36.0,7.0,2016,Musculo-Skeletal System Drugs
810,3417,2016-03-22,2.33,0.0,5.0,42.188,12.0,2.0,4.0,2.0,2016,Musculo-Skeletal System Drugs
811,3418,2016-03-23,4.0,3.0,6.0,24.25,22.0,1.0,0.0,3.0,2016,Musculo-Skeletal System Drugs
812,3419,2016-03-24,6.84,2.0,3.0,32.0,4.0,0.0,8.0,2.0,2016,Musculo-Skeletal System Drugs
813,3420,2016-03-25,7.0,7.35,4.2,42.8,8.0,0.0,3.0,3.0,2016,Musculo-Skeletal System Drugs
814,3421,2016-03-26,2.5,0.66,7.5,33.25,4.0,0.0,0.0,5.0,2016,Musculo-Skeletal System Drugs
815,3422,2016-03-27,7.83,5.449,13.7,63.3,11.0,1.0,1.0,4.0,2016,Musculo-Skeletal System Drugs
816,3423,2016-03-28,3.34,2.34,1.7,24.6,20.0,0.0,4.0,4.5,2016,Musculo-Skeletal System Drugs
817,3424,2016-03-29,5.68,1.33,3.2,36.2,4.0,0.0,12.0,1.0,2016,Musculo-Skeletal System Drugs
818,3425,2016-03-30,7.16,2.68,7.4,22.2,3.0,0.0,12.0,5.0,2016,Musculo-Skeletal System Drugs
819,3426,2016-03-31,2.33,8.68,2.9,31.25,1.0,0.0,5.0,5.0,2016,Musculo-Skeletal System Drugs
820,3427,2016-01-04,6.33,3.01,2.7,50.4,4.0,0.0,16.0,10.5,2016,Musculo-Skeletal System Drugs
821,3428,2016-02-04,3.67,2.0,7.0,32.3,4.0,0.0,19.0,7.4,2016,Musculo-Skeletal System Drugs
822,3429,2016-03-04,9.67,7.396,5.3,73.5,5.0,0.0,6.0,11.0,2016,Musculo-Skeletal System Drugs
823,3430,2016-04-04,7.0,5.231,5.0,21.6,3.0,1.0,11.0,2.0,2016,Musculo-Skeletal System Drugs
824,3431,2016-05-04,6.0,5.33,4.0,40.3,5.0,1.0,11.0,12.0,2016,Musculo-Skeletal System Drugs
825,3432,2016-06-04,6.66,5.3629999999999995,2.0,15.25,7.0,0.0,6.0,3.0,2016,Musculo-Skeletal System Drugs
826,3433,2016-07-04,6.33,5.98,4.0,21.0,7.0,2.0,4.0,8.2,2016,Musculo-Skeletal System Drugs
827,3434,2016-08-04,7.67,3.66,5.0,42.3,2.0,1.0,3.0,4.4,2016,Musculo-Skeletal System Drugs
828,3435,2016-09-04,9.0,9.01,3.1,38.8,7.0,0.0,14.0,3.0,2016,Musculo-Skeletal System Drugs
829,3436,2016-10-04,5.0,6.67,5.15,21.4,4.0,1.0,11.0,8.0,2016,Musculo-Skeletal System Drugs
830,3437,2016-11-04,0.33,4.99,3.0,26.0,11.0,2.0,17.0,6.0,2016,Musculo-Skeletal System Drugs
831,3438,2016-12-04,4.34,4.65,6.0,41.6,19.0,1.0,2.0,5.0,2016,Musculo-Skeletal System Drugs
832,3439,2016-04-13,6.33,3.0660000000000003,3.0,34.0,22.33333333,0.0,2.0,3.0,2016,Musculo-Skeletal System Drugs
833,3440,2016-04-14,2.66,2.32,8.5,44.225,9.0,0.0,4.0,6.0,2016,Musculo-Skeletal System Drugs
834,3441,2016-04-15,4.33,3.056,2.7,23.6,6.0,0.0,10.0,4.2,2016,Musculo-Skeletal System Drugs
835,3442,2016-04-16,5.34,6.66,5.3,33.0,11.0,0.0,8.0,8.5,2016,Musculo-Skeletal System Drugs
836,3443,2016-04-17,4.33,8.175,3.0,52.8,2.0,0.0,7.0,7.2,2016,Musculo-Skeletal System Drugs
837,3444,2016-04-18,3.66,2.0,5.0,22.1,15.0,3.0,7.0,7.0,2016,Musculo-Skeletal System Drugs
838,3445,2016-04-19,3.0,1.34,8.3,24.3,7.0,0.0,6.0,4.0,2016,Musculo-Skeletal System Drugs
839,3446,2016-04-20,2.66,3.33,2.4,17.1,11.0,5.0,15.0,3.0,2016,Musculo-Skeletal System Drugs
840,3447,2016-04-21,3.0,3.464,3.0,21.6,6.0,0.0,0.0,2.3,2016,Musculo-Skeletal System Drugs
841,3448,2016-04-22,6.0,5.67,4.0,21.9,4.0,0.0,6.0,1.0,2016,Musculo-Skeletal System Drugs
842,3449,2016-04-23,13.66,3.69,8.0,33.2,8.0,0.0,0.0,4.5,2016,Musculo-Skeletal System Drugs
843,3450,2016-04-24,1.0,6.66,5.5,36.95,3.0,0.0,6.0,5.0,2016,Musculo-Skeletal System Drugs
844,3451,2016-04-25,6.67,1.66,7.25,21.7,20.0,1.0,3.0,2.5,2016,Musculo-Skeletal System Drugs
845,3452,2016-04-26,5.33,4.99,7.0,27.2,19.0,0.0,7.0,2.0,2016,Musculo-Skeletal System Drugs
846,3453,2016-04-27,5.66,7.495,7.0,47.4,27.0,0.0,1.0,2.0,2016,Musculo-Skeletal System Drugs
847,3454,2016-04-28,4.66,6.34,6.0,28.0,17.66666667,0.0,12.0,12.0,2016,Musculo-Skeletal System Drugs
848,3455,2016-04-29,6.66,3.0,2.5,37.0,15.0,0.0,1.0,3.2,2016,Musculo-Skeletal System Drugs
849,3456,2016-04-30,9.66,10.32,7.0,47.812,11.0,0.0,1.0,4.5,2016,Musculo-Skeletal System Drugs
850,3457,2016-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,Musculo-Skeletal System Drugs
851,3458,2016-02-05,4.0,1.02,1.0,39.2,7.0,0.0,5.0,2.0,2016,Musculo-Skeletal System Drugs
852,3459,2016-03-05,6.33,5.99,3.0,23.9,3.0,0.0,0.0,2.0,2016,Musculo-Skeletal System Drugs
853,3460,2016-04-05,7.34,3.0,5.0,32.2,4.0,0.0,1.0,2.0,2016,Musculo-Skeletal System Drugs
854,3461,2016-05-05,4.66,3.0,6.0,41.0,16.0,3.0,1.0,2.0,2016,Musculo-Skeletal System Drugs
855,3462,2016-06-05,4.0,2.99,1.0,33.6,7.0,0.0,1.0,3.0,2016,Musculo-Skeletal System Drugs
856,3463,2016-07-05,3.99,8.34,4.0,47.2,5.0,1.0,0.0,10.0,2016,Musculo-Skeletal System Drugs
857,3464,2016-08-05,5.0,10.66,1.0,40.4,12.0,0.0,1.0,11.0,2016,Musculo-Skeletal System Drugs
858,3465,2016-09-05,5.67,6.3629999999999995,5.0,29.2,3.0,0.0,2.0,5.0,2016,Musculo-Skeletal System Drugs
859,3466,2016-10-05,7.33,3.67,7.0,28.25,4.0,0.0,2.0,3.5,2016,Musculo-Skeletal System Drugs
860,3467,2016-11-05,5.33,4.66,4.0,23.0,13.0,0.0,3.0,2.0,2016,Musculo-Skeletal System Drugs
861,3468,2016-12-05,3.01,1.7590000000000001,8.0,28.1,8.0,1.0,2.0,0.0,2016,Musculo-Skeletal System Drugs
862,3469,2016-05-13,2.33,2.33,3.0,37.0,9.0,0.0,0.0,5.0,2016,Musculo-Skeletal System Drugs
863,3470,2016-05-14,5.34,4.67,5.55,31.25,13.0,0.0,21.0,1.0,2016,Musculo-Skeletal System Drugs
864,3471,2016-05-15,5.33,8.187999999999999,1.2,44.1,6.0,0.0,5.0,4.0,2016,Musculo-Skeletal System Drugs
865,3472,2016-05-16,5.0,3.66,2.0,24.0,17.0,0.0,2.0,3.0,2016,Musculo-Skeletal System Drugs
866,3473,2016-05-17,4.0,2.33,7.1,38.4,4.0,0.0,1.0,3.2,2016,Musculo-Skeletal System Drugs
867,3474,2016-05-18,4.0,5.33,5.25,35.0,7.0,0.0,1.0,5.0,2016,Musculo-Skeletal System Drugs
868,3475,2016-05-19,6.34,5.66,2.0,30.5,10.0,0.0,16.0,3.0,2016,Musculo-Skeletal System Drugs
869,3476,2016-05-20,3.0,1.1320000000000001,3.0,14.0,14.0,2.0,9.0,5.0,2016,Musculo-Skeletal System Drugs
870,3477,2016-05-21,2.0,5.34,5.2,42.5,3.0,0.0,17.0,5.0,2016,Musculo-Skeletal System Drugs
871,3478,2016-05-22,4.34,4.51,9.05,55.6,6.0,1.0,0.0,10.0,2016,Musculo-Skeletal System Drugs
872,3479,2016-05-23,5.0,2.363,5.0,54.7,19.0,0.0,7.0,4.0,2016,Musculo-Skeletal System Drugs
873,3480,2016-05-24,12.0,3.167,4.0,32.0,3.0,0.0,3.0,2.0,2016,Musculo-Skeletal System Drugs
874,3481,2016-05-25,8.34,1.67,6.0,25.05,16.0,1.0,0.0,1.2,2016,Musculo-Skeletal System Drugs
875,3482,2016-05-26,4.67,5.33,5.35,24.8,20.0,1.0,0.0,9.0,2016,Musculo-Skeletal System Drugs
876,3483,2016-05-27,8.67,2.6830000000000003,5.25,17.0,14.0,7.0,2.0,6.0,2016,Musculo-Skeletal System Drugs
877,3484,2016-05-28,12.33,0.363,3.0,43.0,4.0,0.0,4.0,9.0,2016,Musculo-Skeletal System Drugs
878,3485,2016-05-29,8.67,4.33,6.0,31.8,2.0,1.0,5.0,9.2,2016,Musculo-Skeletal System Drugs
879,3486,2016-05-30,3.34,3.023,4.1,29.4,3.0,0.0,7.0,8.0,2016,Musculo-Skeletal System Drugs
880,3487,2016-05-31,6.0,3.33,3.5,21.0,3.0,0.0,13.0,2.0,2016,Musculo-Skeletal System Drugs
881,3488,2016-01-06,9.0,1.1,2.0,20.0,11.0,0.0,7.0,5.0,2016,Musculo-Skeletal System Drugs
882,3489,2016-02-06,2.33,6.0,1.05,21.25,18.0,3.0,4.0,1.0,2016,Musculo-Skeletal System Drugs
883,3490,2016-03-06,7.33,3.0,4.0,18.0,8.0,0.0,1.0,7.0,2016,Musculo-Skeletal System Drugs
884,3491,2016-04-06,3.33,3.34,3.3,21.0,2.0,0.0,0.0,4.0,2016,Musculo-Skeletal System Drugs
885,3492,2016-05-06,10.34,3.0660000000000003,4.3,23.4,5.0,0.0,3.0,4.0,2016,Musculo-Skeletal System Drugs
886,3493,2016-06-06,5.33,2.802,4.0,26.2,5.0,0.0,6.0,6.0,2016,Musculo-Skeletal System Drugs
887,3494,2016-07-06,6.0,3.363,4.1,28.5,13.0,0.0,10.0,3.0,2016,Musculo-Skeletal System Drugs
888,3495,2016-08-06,8.66,1.33,5.5,45.062,10.0,0.0,5.0,6.0,2016,Musculo-Skeletal System Drugs
889,3496,2016-09-06,8.67,4.33,2.0,20.6,7.0,0.0,1.0,4.2,2016,Musculo-Skeletal System Drugs
890,3497,2016-10-06,8.33,4.0,4.0,26.0,11.0,2.0,0.0,5.0,2016,Musculo-Skeletal System Drugs
891,3498,2016-11-06,10.66,2.825,2.0,35.6,4.0,1.0,10.0,8.0,2016,Musculo-Skeletal System Drugs
892,3499,2016-12-06,8.34,7.353,3.4,47.0,8.0,0.0,4.0,6.0,2016,Musculo-Skeletal System Drugs
893,3500,2016-06-13,5.66,4.736000000000001,1.0,15.0,7.0,0.0,1.0,2.0,2016,Musculo-Skeletal System Drugs
894,3501,2016-06-14,2.33,6.0,6.1,17.4,17.0,1.0,2.0,3.0,2016,Musculo-Skeletal System Drugs
895,3502,2016-06-15,5.0,5.495,7.0,35.0,22.0,1.0,1.0,6.0,2016,Musculo-Skeletal System Drugs
896,3503,2016-06-16,4.0,0.33,1.0,20.5,4.0,0.0,22.0,3.0,2016,Musculo-Skeletal System Drugs
897,3504,2016-06-17,3.34,3.67,3.65,20.0,8.0,0.0,4.0,4.0,2016,Musculo-Skeletal System Drugs
898,3505,2016-06-18,2.0,4.33,6.5,37.5,1.0,0.0,5.0,4.0,2016,Musculo-Skeletal System Drugs
899,3506,2016-06-19,6.34,6.01,3.0,40.0,1.0,0.0,7.0,15.0,2016,Musculo-Skeletal System Drugs
900,3507,2016-06-20,7.34,3.34,6.0,22.388,5.0,0.0,8.0,6.0,2016,Musculo-Skeletal System Drugs
901,3508,2016-06-21,7.33,4.66,9.0,23.0,15.0,0.0,7.0,5.6,2016,Musculo-Skeletal System Drugs
902,3509,2016-06-22,2.0,6.067,2.3,42.0,6.0,0.0,2.0,2.0,2016,Musculo-Skeletal System Drugs
903,3510,2016-06-23,3.0,0.33,2.3,19.0,5.0,0.0,1.0,3.0,2016,Musculo-Skeletal System Drugs
904,3511,2016-06-24,6.0,2.34,3.05,19.0,15.0,0.0,1.0,2.0,2016,Musculo-Skeletal System Drugs
905,3512,2016-06-25,5.68,4.99,8.0,20.25,5.0,0.0,1.0,4.0,2016,Musculo-Skeletal System Drugs
906,3513,2016-06-26,3.0,3.845,2.0,17.4,20.0,0.0,2.0,3.0,2016,Musculo-Skeletal System Drugs
907,3514,2016-06-27,6.0,3.0669999999999997,5.25,24.0,9.0,0.0,9.0,2.0,2016,Musculo-Skeletal System Drugs
908,3515,2016-06-28,1.33,1.429,2.25,24.0,20.0,5.0,2.0,7.0,2016,Musculo-Skeletal System Drugs
909,3516,2016-06-29,7.0,8.01,6.5,22.0,12.5,7.0,1.0,2.0,2016,Musculo-Skeletal System Drugs
910,3517,2016-06-30,4.0,3.803,3.2,9.0,6.0,0.0,0.0,2.0,2016,Musculo-Skeletal System Drugs
911,3518,2016-01-07,4.0,2.01,5.5,24.0,1.0,0.0,20.0,7.0,2016,Musculo-Skeletal System Drugs
912,3519,2016-02-07,4.66,5.132000000000001,6.0,25.4,9.0,0.0,2.0,3.0,2016,Musculo-Skeletal System Drugs
913,3520,2016-03-07,6.67,4.165,5.4,18.6,4.0,0.0,11.0,5.0,2016,Musculo-Skeletal System Drugs
914,3521,2016-04-07,8.34,5.34,1.15,14.0,8.0,3.0,7.0,6.0,2016,Musculo-Skeletal System Drugs
915,3522,2016-05-07,6.0,4.01,2.0,19.0,10.0,0.0,0.0,3.0,2016,Musculo-Skeletal System Drugs
916,3523,2016-06-07,9.33,5.726,5.0,30.0,5.0,0.0,8.0,4.0,2016,Musculo-Skeletal System Drugs
917,3524,2016-07-07,7.34,5.01,1.0,21.0,11.0,1.0,0.0,2.0,2016,Musculo-Skeletal System Drugs
918,3525,2016-08-07,1.34,7.056,9.2,28.0,12.0,1.0,0.0,4.3,2016,Musculo-Skeletal System Drugs
919,3526,2016-09-07,3.33,6.0,4.5,11.0,12.0,0.0,0.0,2.0,2016,Musculo-Skeletal System Drugs
920,3527,2016-10-07,5.66,8.32,4.2,29.0,6.0,0.0,0.0,3.0,2016,Musculo-Skeletal System Drugs
921,3528,2016-11-07,6.33,1.703,3.0,19.312,9.0,0.0,4.0,6.2,2016,Musculo-Skeletal System Drugs
922,3529,2016-12-07,5.67,2.67,4.0,27.2,14.0,0.0,3.0,4.0,2016,Musculo-Skeletal System Drugs
923,3530,2016-07-13,6.2183333329999995,7.0,5.0,26.4,11.0,0.0,3.0,2.0,2016,Musculo-Skeletal System Drugs
924,3531,2016-07-14,2.34,2.363,5.0,12.4,3.0,0.0,3.0,5.0,2016,Musculo-Skeletal System Drugs
925,3532,2016-07-15,3.0,8.0,2.0,15.0,4.0,0.0,0.0,3.33,2016,Musculo-Skeletal System Drugs
926,3533,2016-07-16,9.33,6.737,3.0,23.3,6.0,0.0,1.0,8.0,2016,Musculo-Skeletal System Drugs
927,3534,2016-07-17,9.01,4.01,3.0,26.65,3.0,0.0,7.0,4.0,2016,Musculo-Skeletal System Drugs
928,3535,2016-07-18,6.0,2.497,8.0,25.4,2.0,0.0,3.0,4.0,2016,Musculo-Skeletal System Drugs
929,3536,2016-07-19,7.34,1.33,6.0,19.0,5.0,0.0,1.0,2.0,2016,Musculo-Skeletal System Drugs
930,3537,2016-07-20,10.33,4.66,7.1,25.2,6.0,0.0,5.0,5.0,2016,Musculo-Skeletal System Drugs
931,3538,2016-07-21,5.66,5.32,4.1,17.0,15.0,0.0,1.0,2.0,2016,Musculo-Skeletal System Drugs
932,3539,2016-07-22,3.33,1.66,7.0,14.0,4.0,0.0,0.0,2.0,2016,Musculo-Skeletal System Drugs
933,3540,2016-07-23,4.66,5.49,2.1,15.0,6.0,0.0,0.0,5.0,2016,Musculo-Skeletal System Drugs
934,3541,2016-07-24,2.33,4.99,4.0,32.0,4.0,0.0,0.0,2.0,2016,Musculo-Skeletal System Drugs
935,3542,2016-07-25,13.0,3.33,7.0,22.0,9.0,0.0,4.0,4.0,2016,Musculo-Skeletal System Drugs
936,3543,2016-07-26,8.32,2.66,1.0,10.0,16.0,0.0,0.0,2.0,2016,Musculo-Skeletal System Drugs
937,3544,2016-07-27,3.0,6.33,4.15,10.0,4.0,1.0,9.0,2.0,2016,Musculo-Skeletal System Drugs
938,3545,2016-07-28,9.67,3.99,4.0,22.5,12.0,1.0,5.0,3.0,2016,Musculo-Skeletal System Drugs
939,3546,2016-07-29,9.99,4.51,6.0,11.0,17.0,1.0,11.0,2.0,2016,Musculo-Skeletal System Drugs
940,3547,2016-07-30,6.33,3.99,4.0,37.0,7.0,0.0,1.0,6.0,2016,Musculo-Skeletal System Drugs
941,3548,2016-07-31,6.0,5.01,4.5,22.0,5.0,0.0,0.0,4.0,2016,Musculo-Skeletal System Drugs
942,3549,2016-01-08,8.33,1.396,5.0,14.0,7.5,1.0,1.0,6.0,2016,Musculo-Skeletal System Drugs
943,3550,2016-02-08,8.33,7.0,5.0,12.0,12.0,0.0,1.0,1.0,2016,Musculo-Skeletal System Drugs
944,3551,2016-03-08,8.0,2.98,3.5,21.0,11.0,0.0,13.0,3.0,2016,Musculo-Skeletal System Drugs
945,3552,2016-04-08,8.0,2.693,2.0,34.4,12.0,0.0,17.0,4.0,2016,Musculo-Skeletal System Drugs
946,3553,2016-05-08,10.33,3.42,3.7,21.0,24.0,0.0,24.0,1.3,2016,Musculo-Skeletal System Drugs
947,3554,2016-06-08,3.0,3.662,5.0,20.0,33.0,0.0,1.0,2.0,2016,Musculo-Skeletal System Drugs
948,3555,2016-07-08,8.0,4.155,8.2,40.2,12.0,0.0,5.0,3.0,2016,Musculo-Skeletal System Drugs
949,3556,2016-08-08,8.34,5.99,5.5,15.0,36.0,0.0,1.0,4.0,2016,Musculo-Skeletal System Drugs
950,3557,2016-09-08,6.33,4.66,7.0,29.0,26.0,1.0,2.0,4.0,2016,Musculo-Skeletal System Drugs
951,3558,2016-10-08,11.34,2.99,7.0,24.1,11.0,0.0,3.0,2.0,2016,Musculo-Skeletal System Drugs
952,3559,2016-11-08,5.67,3.66,0.0,25.0,1.0,0.0,0.0,2.0,2016,Musculo-Skeletal System Drugs
953,3560,2016-12-08,8.66,5.66,6.1,27.6,6.0,4.0,0.0,2.0,2016,Musculo-Skeletal System Drugs
954,3561,2016-08-13,8.0,6.737,5.0,32.0,2.0,0.0,0.0,5.0,2016,Musculo-Skeletal System Drugs
955,3562,2016-08-14,5.0,4.857,4.5,18.21666667,2.0,0.0,7.0,0.0,2016,Musculo-Skeletal System Drugs
956,3563,2016-08-15,5.0,2.33,2.0,21.0,11.0,0.0,0.0,2.0,2016,Musculo-Skeletal System Drugs
957,3564,2016-08-16,10.0,4.66,3.0,14.45,4.0,0.0,11.0,3.5,2016,Musculo-Skeletal System Drugs
958,3565,2016-08-17,8.66,2.01,4.0,9.5,7.0,0.0,5.0,5.0,2016,Musculo-Skeletal System Drugs
959,3566,2016-08-18,6.99,3.363,4.0,25.6,7.0,0.0,0.0,1.0,2016,Musculo-Skeletal System Drugs
960,3567,2016-08-19,1.0,4.33,0.6,27.0,12.0,0.0,0.0,4.0,2016,Musculo-Skeletal System Drugs
961,3568,2016-08-20,4.33,2.99,6.0,26.2,1.0,0.0,0.0,6.0,2016,Musculo-Skeletal System Drugs
962,3569,2016-08-21,8.0,3.627,7.4,39.0,3.0,4.0,1.0,1.0,2016,Musculo-Skeletal System Drugs
963,3570,2016-08-22,3.34,3.386,0.0,23.2,3.0,0.0,0.0,6.0,2016,Musculo-Skeletal System Drugs
964,3571,2016-08-23,3.0,3.0660000000000003,4.0,14.7,7.0,1.0,0.0,1.2,2016,Musculo-Skeletal System Drugs
965,3572,2016-08-24,9.33,3.487,8.0,11.3,2.0,0.0,0.0,3.0,2016,Musculo-Skeletal System Drugs
966,3573,2016-08-25,4.33,2.67,8.0,19.4,4.0,1.0,4.0,5.0,2016,Musculo-Skeletal System Drugs
967,3574,2016-08-26,4.0,2.023,2.0,20.7,3.0,0.0,0.0,0.0,2016,Musculo-Skeletal System Drugs
968,3575,2016-08-27,8.83,1.736,1.0,17.51666667,2.0,0.0,11.0,0.0,2016,Musculo-Skeletal System Drugs
969,3576,2016-08-28,7.33,7.02,6.2,37.0,3.0,0.0,6.0,2.0,2016,Musculo-Skeletal System Drugs
970,3577,2016-08-29,9.0,0.67,2.0,14.2,4.0,0.0,1.0,1.3,2016,Musculo-Skeletal System Drugs
971,3578,2016-08-30,4.66,1.32,2.0,8.9,4.0,0.0,1.0,0.0,2016,Musculo-Skeletal System Drugs
972,3579,2016-08-31,6.0,5.827000000000001,5.0,23.2,3.0,0.0,1.0,5.0,2016,Musculo-Skeletal System Drugs
973,3580,2016-01-09,5.0,3.66,5.0,31.4,2.0,0.0,0.0,3.0,2016,Musculo-Skeletal System Drugs
974,3581,2016-02-09,9.34,4.02,5.0,10.0,25.0,0.0,5.0,2.0,2016,Musculo-Skeletal System Drugs
975,3582,2016-03-09,5.33,4.025,6.5,54.2,5.0,0.0,4.0,4.0,2016,Musculo-Skeletal System Drugs
976,3583,2016-04-09,8.33,4.396,0.0,30.9,10.0,0.0,4.0,5.0,2016,Musculo-Skeletal System Drugs
977,3584,2016-05-09,3.32,4.396,2.0,34.3,8.0,2.0,2.0,4.0,2016,Musculo-Skeletal System Drugs
978,3585,2016-06-09,5.0,1.33,1.0,32.8,14.0,3.0,0.0,3.0,2016,Musculo-Skeletal System Drugs
979,3586,2016-07-09,2.33,2.19,3.0,37.6,14.0,0.0,0.0,3.0,2016,Musculo-Skeletal System Drugs
980,3587,2016-08-09,6.0,2.99,4.0,33.0,8.0,1.0,0.0,0.0,2016,Musculo-Skeletal System Drugs
981,3588,2016-09-09,4.99,3.99,3.25,26.124000000000002,11.0,2.0,10.0,3.0,2016,Musculo-Skeletal System Drugs
982,3589,2016-10-09,8.33,11.31,10.0,34.0,9.0,0.0,4.0,3.0,2016,Musculo-Skeletal System Drugs
983,3590,2016-11-09,2.66,6.99,7.1,57.2,8.0,0.0,10.0,4.0,2016,Musculo-Skeletal System Drugs
984,3591,2016-12-09,7.0,6.0,4.0,24.0,10.0,0.0,8.0,4.0,2016,Musculo-Skeletal System Drugs
985,3592,2016-09-13,7.0,5.7589999999999995,4.0,32.0,13.0,0.0,2.0,0.0,2016,Musculo-Skeletal System Drugs
986,3593,2016-09-14,6.0,3.792,2.5,24.4,7.0,0.0,8.0,2.0,2016,Musculo-Skeletal System Drugs
